stay_date,occ,adr,revpar
9/1/19,0.965494937,229.9236424,221.9901126
9/2/19,0.672101674,234.7616879,157.7837234
9/3/19,0.901845423,292.1823636,263.5033272
9/4/19,0.920664393,325.0552421,299.2667873
9/5/19,0.949482331,290.0236182,275.372301
9/6/19,0.857783633,262.303669,224.9997942
9/7/19,0.940977475,264.3903073,248.7853237
9/8/19,0.809423435,264.1615975,213.8185876
9/9/19,0.987613143,346.4962039,342.2042051
9/10/19,0.994355239,375.0839074,372.9666483
9/11/19,0.976579872,366.1800554,357.6040716
9/12/19,0.928371564,325.9719765,302.6231138
9/13/19,0.858358132,284.3213087,244.0495074
9/14/19,0.870722257,281.278628,244.9155618
9/15/19,0.831060136,288.2935362,239.5892655
9/16/19,0.932420955,367.694251,342.8458246
9/17/19,0.928743542,400.8726953,372.307927
9/18/19,0.991097334,396.8212421,393.2884752
9/19/19,0.948345733,355.4552481,337.0944677
9/20/19,0.921184129,347.0931731,319.7367223
9/21/19,0.935743955,380.4027747,355.959597
9/22/19,0.897751602,418.8809676,376.0510595
9/23/19,0.975250052,506.7287784,494.1872673
9/24/19,1.032944823,527.1578752,544.5249982
9/25/19,1.045192188,515.5348277,538.8329748
9/26/19,1.003729076,417.0656134,418.6208828
9/27/19,0.952879727,336.6027576,320.7419439
9/28/19,0.986705931,304.5860386,300.5368508
9/29/19,0.737368258,250.7385815,184.8866711
9/30/19,0.77100434,272.4255189,210.0412573
10/1/19,0.876782393,326.7305262,286.4715727
10/2/19,0.992182269,356.2670329,353.4818331
10/3/19,0.92567266,338.8334827,313.6488911
10/4/19,0.94627609,303.7185438,287.4015961
10/5/19,0.930064063,303.2717145,282.0621229
10/6/19,0.84083385,263.0703851,221.1984847
